,TEAM_ID,TEAM_ABBREVIATION,SEASON,PTS_ave,PTS_home_ave,PTS_away_ave,PTS_allowed_ave,PTS_home_allowed_ave,PTS_away_allowed_ave,PTS_tot,PTS_home_tot,PTS_away_tot,PTS_allowed_tot,PTS_home_allowed_tot,PTS_away_allowed_tot,AST_ave,AST_home_ave,AST_away_ave,AST_allowed_ave,AST_home_allowed_ave,AST_away_allowed_ave,AST_tot,AST_home_tot,AST_away_tot,AST_allowed_tot,AST_home_allowed_tot,AST_away_allowed_tot,REB_ave,REB_home_ave,REB_away_ave,REB_allowed_ave,REB_home_allowed_ave,REB_away_allowed_ave,REB_tot,REB_home_tot,REB_away_tot,REB_allowed_tot,REB_home_allowed_tot,REB_away_allowed_tot,WINS,LOSSES,WIN_PCT,WINS_HOME,LOSSES_HOME,WIN_PCT_HOME,WINS_AWAY,LOSSES_AWAY,WIN_PCT_AWAY
0,1610612759.0,SAS,2003.0,91.47560975609755,94.26829268292683,88.6829268292683,84.2560975609756,82.92682926829268,85.58536585365853,7501.0,3865.0,3636.0,6909.0,3400.0,3509.0,20.4390243902439,20.951219512195124,19.926829268292682,17.304878048780488,16.21951219512195,18.390243902439025,1676.0,859.0,817.0,1419.0,665.0,754.0,45.09756097560975,45.170731707317074,45.02439024390244,41.073170731707314,39.75609756097561,42.390243902439025,3698.0,1852.0,1846.0,3368.0,1630.0,1738.0,57.0,25.0,0.6951219512195121,33.0,8.0,0.8048780487804879,24.0,17.0,0.5853658536585366
0,1610612760.0,OKC,2003.0,97.1219512195122,97.78048780487805,96.46341463414635,97.7560975609756,96.07317073170732,99.4390243902439,7964.0,4009.0,3955.0,8016.0,3939.0,4077.0,21.73170731707317,22.0,21.463414634146343,21.073170731707318,20.0,22.146341463414632,1782.0,902.0,880.0,1728.0,820.0,908.0,39.329268292682926,39.41463414634146,39.24390243902439,42.65853658536585,41.951219512195124,43.36585365853659,3225.0,1616.0,1609.0,3498.0,1720.0,1778.0,37.0,45.0,0.45121951219512196,21.0,20.0,0.5121951219512195,16.0,25.0,0.3902439024390244
0,1610612761.0,TOR,2003.0,85.4390243902439,87.36585365853658,83.51219512195122,88.45121951219512,88.04878048780488,88.85365853658537,7006.0,3582.0,3424.0,7253.0,3610.0,3643.0,19.195121951219512,19.75609756097561,18.634146341463413,18.51219512195122,17.634146341463413,19.390243902439025,1574.0,810.0,764.0,1518.0,723.0,795.0,39.6219512195122,40.02439024390244,39.21951219512195,45.073170731707314,43.53658536585366,46.609756097560975,3249.0,1641.0,1608.0,3696.0,1785.0,1911.0,33.0,49.0,0.4024390243902439,18.0,23.0,0.43902439024390244,15.0,26.0,0.36585365853658536
0,1610612762.0,UTA,2003.0,88.67073170731707,89.95121951219512,87.39024390243902,89.89024390243902,86.82926829268293,92.95121951219512,7271.0,3688.0,3583.0,7371.0,3560.0,3811.0,20.378048780487806,20.073170731707318,20.682926829268293,18.634146341463413,17.51219512195122,19.75609756097561,1671.0,823.0,848.0,1528.0,718.0,810.0,41.15853658536585,41.78048780487805,40.53658536585366,36.573170731707314,35.63414634146341,37.51219512195122,3375.0,1713.0,1662.0,2999.0,1461.0,1538.0,42.0,40.0,0.5121951219512195,28.0,13.0,0.6829268292682927,14.0,27.0,0.34146341463414637
0,1610612763.0,MEM,2003.0,96.70731707317073,98.2439024390244,95.17073170731707,94.26829268292683,91.1951219512195,97.34146341463415,7930.0,4028.0,3902.0,7730.0,3739.0,3991.0,23.353658536585368,24.365853658536587,22.341463414634145,20.414634146341463,20.0,20.829268292682926,1915.0,999.0,916.0,1674.0,820.0,854.0,41.80487804878049,44.146341463414636,39.46341463414634,43.98780487804878,43.63414634146341,44.34146341463415,3428.0,1810.0,1618.0,3607.0,1789.0,1818.0,50.0,32.0,0.6097560975609756,31.0,10.0,0.7560975609756098,19.0,22.0,0.4634146341463415
0,1610612764.0,WAS,2003.0,91.8048780487805,93.65853658536585,89.95121951219512,97.4390243902439,96.07317073170732,98.8048780487805,7528.0,3840.0,3688.0,7990.0,3939.0,4051.0,18.74390243902439,19.463414634146343,18.024390243902438,23.975609756097562,23.0,24.951219512195124,1537.0,798.0,739.0,1966.0,943.0,1023.0,42.76829268292683,43.707317073170735,41.829268292682926,43.51219512195122,41.68292682926829,45.34146341463415,3507.0,1792.0,1715.0,3568.0,1709.0,1859.0,25.0,57.0,0.3048780487804878,17.0,24.0,0.4146341463414634,8.0,33.0,0.1951219512195122
0,1610612765.0,DET,2003.0,90.09756097560975,91.51219512195122,88.6829268292683,84.2560975609756,83.3170731707317,85.1951219512195,7388.0,3752.0,3636.0,6909.0,3416.0,3493.0,20.75609756097561,22.5609756097561,18.951219512195124,19.036585365853657,19.195121951219512,18.878048780487806,1702.0,925.0,777.0,1561.0,787.0,774.0,42.75609756097561,43.8780487804878,41.63414634146341,40.646341463414636,39.75609756097561,41.53658536585366,3506.0,1799.0,1707.0,3333.0,1630.0,1703.0,54.0,28.0,0.6585365853658537,31.0,10.0,0.7560975609756098,23.0,18.0,0.5609756097560976
0,1610612766.0,CHA,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1610612739.0,CLE,2003.0,92.91463414634147,95.53658536585365,90.29268292682927,95.53658536585365,94.60975609756098,96.46341463414635,7619.0,3917.0,3702.0,7834.0,3879.0,3955.0,22.048780487804876,23.48780487804878,20.609756097560975,21.74390243902439,21.70731707317073,21.78048780487805,1808.0,963.0,845.0,1783.0,890.0,893.0,45.573170731707314,46.170731707317074,44.97560975609756,42.02439024390244,41.24390243902439,42.80487804878049,3737.0,1893.0,1844.0,3446.0,1691.0,1755.0,35.0,47.0,0.4268292682926829,23.0,18.0,0.5609756097560976,12.0,29.0,0.2926829268292683
0,1610612744.0,GSW,2003.0,93.28048780487805,96.8048780487805,89.7560975609756,94.01219512195122,91.73170731707317,96.29268292682927,7649.0,3969.0,3680.0,7709.0,3761.0,3948.0,20.5,21.097560975609756,19.902439024390244,21.48780487804878,19.585365853658537,23.390243902439025,1681.0,865.0,816.0,1762.0,803.0,959.0,43.109756097560975,46.26829268292683,39.951219512195124,42.84146341463415,41.73170731707317,43.951219512195124,3535.0,1897.0,1638.0,3513.0,1711.0,1802.0,37.0,45.0,0.45121951219512196,27.0,14.0,0.6585365853658537,10.0,31.0,0.24390243902439024
0,1610612737.0,ATL,2004.0,92.7439024390244,93.8780487804878,91.60975609756098,102.45121951219512,101.17073170731707,103.73170731707317,7605.0,3849.0,3756.0,8401.0,4148.0,4253.0,19.682926829268293,20.121951219512194,19.24390243902439,21.98780487804878,20.78048780487805,23.195121951219512,1614.0,825.0,789.0,1803.0,852.0,951.0,41.890243902439025,43.1219512195122,40.65853658536585,41.28048780487805,40.21951219512195,42.34146341463415,3435.0,1768.0,1667.0,3385.0,1649.0,1736.0,13.0,69.0,0.15853658536585366,9.0,32.0,0.21951219512195122,4.0,37.0,0.0975609756097561
