1,MIL Bucks
2,GSW Warriors
3,TOR Raptors
4,POR Trail Blazers
5,DEN Nuggets
6,HOU Rockets
7,PHI 76ers
8,BOS Celtics
9,UTA Jazz
10,OKC Thunder
11,LAC Clippers
12,SAS Spurs
13,IND Pacers
14,BKN Nets
15,CHA Hornets
16,MIA Heat
17,ORL Magic
18,MIN Timberwolves
19,SAC Kings
20,LAL Lakers
21,DET Pistons
22,WAS Wizards
23,MEM Grizzlies
24,ATL Hawks
25,NOP Pelicans
26,DAL Mavericks
27,PHX Suns
28,CHI Bulls
29,CLE Cavaliers
30,NYK Knicks
